10.7111, 1901, Jan Average, Algeria, DZA
7.22447, 1998, Sep Average, Algeria, DZA
5.36354, 1998, Oct Average, Algeria, DZA
6.35755, 1998, Nov Average, Algeria, DZA
5.4154, 1998, Dec Average, Algeria, DZA
19.3097, 1999, Jan Average, Algeria, DZA
8.14034, 1999, Feb Average, Algeria, DZA
5.19014, 1999, Mar Average, Algeria, DZA
1.40741, 1999, Apr Average, Algeria, DZA
1.82124, 1999, May Average, Algeria, DZA
0.94531, 1999, Jun Average, Algeria, DZA
1.87237, 1999, Jul Average, Algeria, DZA
9.79681, 1999, Aug Average, Algeria, DZA
6.58421, 1999, Sep Average, Algeria, DZA
5.14073, 1999, Oct Average, Algeria, DZA
12.8896, 1999, Nov Average, Algeria, DZA
16.1796, 1999, Dec Average, Algeria, DZA
2.62877, 2000, Jan Average, Algeria, DZA
0.8917, 2000, Feb Average, Algeria, DZA
2.53335, 2000, Mar Average, Algeria, DZA
3.08979, 2000, Apr Average, Algeria, DZA
10.4326, 2000, May Average, Algeria, DZA
2.33463, 2000, Jun Average, Algeria, DZA
2.20877, 2000, Jul Average, Algeria, DZA
1.51892, 2000, Aug Average, Algeria, DZA
5.21023, 2000, Sep Average, Algeria, DZA
9.77001, 2000, Oct Average, Algeria, DZA
6.32964, 2000, Nov Average, Algeria, DZA
5.38695, 2000, Dec Average, Algeria, DZA
10.5775, 2001, Jan Average, Algeria, DZA
6.22409, 2001, Feb Average, Algeria, DZA
0.82146, 2001, Mar Average, Algeria, DZA
5.15574, 2001, Apr Average, Algeria, DZA
3.69983, 2001, May Average, Algeria, DZA
0.3213, 2001, Jun Average, Algeria, DZA
0.22014, 2001, Jul Average, Algeria, DZA
4.54609, 2001, Aug Average, Algeria, DZA
7.25451, 2001, Sep Average, Algeria, DZA
2.86952, 2001, Oct Average, Algeria, DZA
8.22052, 2001, Nov Average, Algeria, DZA
10.4727, 2001, Dec Average, Algeria, DZA
2.04008, 2002, Jan Average, Algeria, DZA
2.75176, 2002, Feb Average, Algeria, DZA
6.92366, 2002, Mar Average, Algeria, DZA
6.67997, 2002, Apr Average, Algeria, DZA
4.72799, 2002, May Average, Algeria, DZA
0.82338, 2002, Jun Average, Algeria, DZA
3.30677, 2002, Jul Average, Algeria, DZA
7.73001, 2002, Aug Average, Algeria, DZA
3.33754, 2002, Sep Average, Algeria, DZA
6.71756, 2002, Oct Average, Algeria, DZA
14.4504, 2002, Nov Average, Algeria, DZA
8.11799, 2002, Dec Average, Algeria, DZA
20.1689, 2003, Jan Average, Algeria, DZA
9.96454, 2003, Feb Average, Algeria, DZA
6.31655, 2003, Mar Average, Algeria, DZA
8.46228, 2003, Apr Average, Algeria, DZA
4.03481, 2003, May Average, Algeria, DZA
1.42956, 2003, Jun Average, Algeria, DZA
3.3415, 2003, Jul Average, Algeria, DZA
13.4946, 2003, Aug Average, Algeria, DZA
6.39991, 2003, Sep Average, Algeria, DZA
11.2926, 2003, Oct Average, Algeria, DZA
9.66856, 2003, Nov Average, Algeria, DZA
12.6551, 2003, Dec Average, Algeria, DZA
10.5395, 2004, Jan Average, Algeria, DZA
4.00866, 2004, Feb Average, Algeria, DZA
8.15368, 2004, Mar Average, Algeria, DZA
11.2406, 2004, Apr Average, Algeria, DZA
12.2259, 2004, May Average, Algeria, DZA
3.1601, 2004, Jun Average, Algeria, DZA
3.3786, 2004, Jul Average, Algeria, DZA
4.81188, 2004, Aug Average, Algeria, DZA
4.38022, 2004, Sep Average, Algeria, DZA
5.12852, 2004, Oct Average, Algeria, DZA
17.7802, 2004, Nov Average, Algeria, DZA
16.3861, 2004, Dec Average, Algeria, DZA
4.8367, 2005, Jan Average, Algeria, DZA
13.8823, 2005, Feb Average, Algeria, DZA
4.96341, 2005, Mar Average, Algeria, DZA
3.13139, 2005, Apr Average, Algeria, DZA
1.32183, 2005, May Average, Algeria, DZA
2.03369, 2005, Jun Average, Algeria, DZA
1.61702, 2005, Jul Average, Algeria, DZA
4.21241, 2005, Aug Average, Algeria, DZA
7.16446, 2005, Sep Average, Algeria, DZA
5.51716, 2005, Oct Average, Algeria, DZA
11.0387, 2005, Nov Average, Algeria, DZA
9.61196, 2005, Dec Average, Algeria, DZA
18.3059, 2006, Jan Average, Algeria, DZA
10.6701, 2006, Feb Average, Algeria, DZA
2.5258, 2006, Mar Average, Algeria, DZA
4.82243, 2006, Apr Average, Algeria, DZA
13.6993, 2006, May Average, Algeria, DZA
1.53037, 2006, Jun Average, Algeria, DZA
6.78148, 2006, Jul Average, Algeria, DZA
3.08186, 2006, Aug Average, Algeria, DZA
7.69087, 2006, Sep Average, Algeria, DZA
5.10101, 2006, Oct Average, Algeria, DZA
6.54225, 2006, Nov Average, Algeria, DZA
15.4317, 2006, Dec Average, Algeria, DZA
2.70305, 2007, Jan Average, Algeria, DZA
5.37522, 2007, Feb Average, Algeria, DZA
11.1402, 2007, Mar Average, Algeria, DZA
12.4836, 2007, Apr Average, Algeria, DZA
3.14085, 2007, May Average, Algeria, DZA
1.81008, 2007, Jun Average, Algeria, DZA
3.53038, 2007, Jul Average, Algeria, DZA
12.9864, 2007, Aug Average, Algeria, DZA
7.32643, 2007, Sep Average, Algeria, DZA
10.6817, 2007, Oct Average, Algeria, DZA
7.93658, 2007, Nov Average, Algeria, DZA
8.79186, 2007, Dec Average, Algeria, DZA
3.25495, 2008, Jan Average, Algeria, DZA
5.03295, 2008, Feb Average, Algeria, DZA
5.49846, 2008, Mar Average, Algeria, DZA
1.80281, 2008, Apr Average, Algeria, DZA
8.81084, 2008, May Average, Algeria, DZA
2.54252, 2008, Jun Average, Algeria, DZA
2.39142, 2008, Jul Average, Algeria, DZA
7.03466, 2008, Aug Average, Algeria, DZA
9.09106, 2008, Sep Average, Algeria, DZA
13.0342, 2008, Oct Average, Algeria, DZA
8.01131, 2008, Nov Average, Algeria, DZA
12.9573, 2008, Dec Average, Algeria, DZA
19.6374, 2009, Jan Average, Algeria, DZA
6.43202, 2009, Feb Average, Algeria, DZA
13.3353, 2009, Mar Average, Algeria, DZA
9.32203, 2009, Apr Average, Algeria, DZA
4.37948, 2009, May Average, Algeria, DZA
1.0344, 2009, Jun Average, Algeria, DZA
2.55208, 2009, Jul Average, Algeria, DZA
5.48872, 2009, Aug Average, Algeria, DZA
15.0136, 2009, Sep Average, Algeria, DZA
2.34864, 2009, Oct Average, Algeria, DZA
4.26749, 2009, Nov Average, Algeria, DZA
8.02616, 2009, Dec Average, Algeria, DZA
9.37022, 2010, Jan Average, Algeria, DZA
10.4939, 2010, Feb Average, Algeria, DZA
7.60012, 2010, Mar Average, Algeria, DZA
6.84542, 2010, Apr Average, Algeria, DZA
5.55251, 2010, May Average, Algeria, DZA
6.40218, 2010, Jun Average, Algeria, DZA
6.73834, 2010, Jul Average, Algeria, DZA
8.04884, 2010, Aug Average, Algeria, DZA
6.03573, 2010, Sep Average, Algeria, DZA
11.683, 2010, Oct Average, Algeria, DZA
10.3759, 2010, Nov Average, Algeria, DZA
3.79826, 2010, Dec Average, Algeria, DZA
5.53622, 2011, Jan Average, Algeria, DZA
8.91937, 2011, Feb Average, Algeria, DZA
10.0905, 2011, Mar Average, Algeria, DZA
11.7525, 2011, Apr Average, Algeria, DZA
12.3967, 2011, May Average, Algeria, DZA
4.50567, 2011, Jun Average, Algeria, DZA
5.21936, 2011, Jul Average, Algeria, DZA
6.26064, 2011, Aug Average, Algeria, DZA
3.33887, 2011, Sep Average, Algeria, DZA
11.716, 2011, Oct Average, Algeria, DZA
10.3152, 2011, Nov Average, Algeria, DZA
5.44152, 2011, Dec Average, Algeria, DZA
7.4149, 2012, Jan Average, Algeria, DZA
11.1492, 2012, Feb Average, Algeria, DZA
10.6923, 2012, Mar Average, Algeria, DZA
12.9353, 2012, Apr Average, Algeria, DZA
2.11739, 2012, May Average, Algeria, DZA
1.65078, 2012, Jun Average, Algeria, DZA
1.4676, 2012, Jul Average, Algeria, DZA
5.48352, 2012, Aug Average, Algeria, DZA
4.78448, 2012, Sep Average, Algeria, DZA
10.9576, 2012, Oct Average, Algeria, DZA
11.5797, 2012, Nov Average, Algeria, DZA
2.55473, 2012, Dec Average, Algeria, DZA
8.76791, 2013, Jan Average, Algeria, DZA
8.92865, 2013, Feb Average, Algeria, DZA
8.63131, 2013, Mar Average, Algeria, DZA
11.1676, 2013, Apr Average, Algeria, DZA
6.0158, 2013, May Average, Algeria, DZA
1.3322, 2013, Jun Average, Algeria, DZA
1.47446, 2013, Jul Average, Algeria, DZA
8.46881, 2013, Aug Average, Algeria, DZA
4.9445, 2013, Sep Average, Algeria, DZA
3.84127, 2013, Oct Average, Algeria, DZA
10.3074, 2013, Nov Average, Algeria, DZA
12.1482, 2013, Dec Average, Algeria, DZA
8.16066, 2014, Jan Average, Algeria, DZA
5.15702, 2014, Feb Average, Algeria, DZA
9.59921, 2014, Mar Average, Algeria, DZA
1.19663, 2014, Apr Average, Algeria, DZA
9.74257, 2014, May Average, Algeria, DZA
4.28901, 2014, Jun Average, Algeria, DZA
1.62548, 2014, Jul Average, Algeria, DZA
2.54547, 2014, Aug Average, Algeria, DZA
5.22667, 2014, Sep Average, Algeria, DZA
3.22473, 2014, Oct Average, Algeria, DZA
14.0474, 2014, Nov Average, Algeria, DZA
9.50248, 2014, Dec Average, Algeria, DZA
8.26594, 2015, Jan Average, Algeria, DZA
15.258, 2015, Feb Average, Algeria, DZA
7.24103, 2015, Mar Average, Algeria, DZA
0.60788, 2015, Apr Average, Algeria, DZA
2.63044, 2015, May Average, Algeria, DZA
1.46714, 2015, Jun Average, Algeria, DZA
2.1895, 2015, Jul Average, Algeria, DZA
15.6384, 2015, Aug Average, Algeria, DZA
10.2879, 2015, Sep Average, Algeria, DZA
10.0686, 2015, Oct Average, Algeria, DZA
4.31705, 2015, Nov Average, Algeria, DZA
0.16982, 2015, Dec Average, Algeria, DZA
3.34047, 2016, Jan Average, Algeria, DZA
5.96976, 2016, Feb Average, Algeria, DZA
8.00315, 2016, Mar Average, Algeria, DZA
5.39214, 2016, Apr Average, Algeria, DZA
6.68445, 2016, May Average, Algeria, DZA
1.6623, 2016, Jun Average, Algeria, DZA
1.64392, 2016, Jul Average, Algeria, DZA
2.90511, 2016, Aug Average, Algeria, DZA
6.77407, 2016, Sep Average, Algeria, DZA
2.04063, 2016, Oct Average, Algeria, DZA
9.36787, 2016, Nov Average, Algeria, DZA
11.6125, 2016, Dec Average, Algeria, DZA
